timestamp,scenario,predicted_digit,confidence
2026-08-23 15:58:07,drifted,8,0.5262
2026-08-23 15:58:09,drifted,9,0.3738
2026-08-23 15:58:11,drifted,3,0.5103
2026-08-23 15:58:13,drifted,8,0.6699
2026-08-23 15:58:15,drifted,2,0.7408
2026-08-23 15:58:17,drifted,5,0.3448
2026-08-23 15:58:19,drifted,9,0.3684
2026-08-23 15:58:21,drifted,9,0.2523
2026-08-23 15:58:23,drifted,8,0.7434
2026-08-23 15:58:25,drifted,8,0.4738
2026-08-23 15:58:27,drifted,8,0.6699
2026-08-23 15:58:29,drifted,8,0.6699
2026-08-23 15:58:31,drifted,8,0.6743
2026-08-23 15:58:33,drifted,3,0.6255
2026-08-23 15:58:35,drifted,0,0.3695
2026-08-23 15:58:38,drifted,8,0.7995
2026-08-23 15:58:40,drifted,5,0.5417
2026-08-23 15:58:42,drifted,3,0.6524
2026-08-23 15:58:44,drifted,8,0.5541
2026-08-23 15:58:46,drifted,8,0.6275
2026-08-23 15:58:48,drifted,9,0.2957
2026-08-23 15:58:50,drifted,9,0.3392
2026-08-23 15:58:52,drifted,8,0.8914
2026-08-23 15:58:54,drifted,9,0.3445
2026-08-23 15:58:56,drifted,8,0.833
2026-08-23 15:58:58,drifted,8,0.3715
2026-08-23 15:59:00,drifted,9,0.3119
2026-08-23 15:59:02,drifted,8,0.4158
2026-08-23 15:59:04,drifted,8,0.6699
2026-08-23 15:59:06,drifted,8,0.6699
2026-08-23 15:59:08,drifted,3,0.3121
2026-08-23 15:59:11,drifted,8,0.733
2026-08-23 15:59:13,drifted,8,0.7076
2026-08-23 15:59:15,drifted,8,0.6767
2026-08-23 15:59:17,drifted,9,0.3654
2026-08-23 15:59:19,drifted,8,0.5128
2026-08-23 15:59:21,drifted,8,0.6792
2026-08-23 15:59:23,drifted,8,0.6699
2026-08-23 15:59:25,drifted,9,0.3157
2026-08-23 15:59:27,drifted,8,0.2867
2026-08-23 15:59:29,drifted,8,0.2884
2026-08-23 15:59:31,drifted,8,0.6699
2026-08-23 15:59:33,drifted,3,0.6334
2026-08-23 15:59:35,drifted,8,0.6699
2026-08-23 15:59:37,drifted,3,0.3228
2026-08-23 15:59:39,drifted,8,0.5018
2026-08-23 15:59:41,drifted,5,0.9235
2026-08-23 15:59:43,drifted,8,0.2666
2026-08-23 15:59:46,drifted,9,0.3256
2026-08-23 15:59:48,drifted,5,0.4362
2026-08-23 15:59:50,drifted,8,0.3015
2026-08-23 15:59:52,drifted,8,0.6699
2026-08-23 15:59:54,drifted,3,0.3629
2026-08-23 15:59:56,drifted,8,0.6699
2026-08-23 15:59:58,drifted,9,0.3255
2026-08-23 16:00:00,drifted,8,0.6699
2026-08-23 16:00:02,drifted,3,0.5114
2026-08-23 16:00:04,drifted,8,0.4624
2026-08-23 16:00:06,drifted,3,0.5309
2026-08-23 16:00:08,drifted,8,0.6914
2026-08-23 16:00:10,drifted,9,0.3612
2026-08-23 16:00:12,drifted,2,0.6516
2026-08-23 16:00:14,drifted,8,0.4172
2026-08-23 16:00:16,drifted,8,0.642
2026-08-23 16:00:19,drifted,2,0.957
2026-08-23 16:00:21,drifted,8,0.284
2026-08-23 16:00:23,drifted,8,0.8257
2026-08-23 16:00:25,drifted,9,0.3672
2026-08-23 16:00:27,drifted,8,0.3849
2026-08-23 16:00:29,drifted,8,0.4776
2026-08-23 16:00:31,drifted,8,0.2911
2026-08-23 16:00:33,drifted,9,0.3396
2026-08-23 16:00:35,drifted,8,0.3901
2026-08-23 16:00:37,drifted,0,0.4504
2026-08-23 16:00:39,drifted,3,0.5527
2026-08-23 16:00:41,drifted,9,0.3086
2026-08-23 16:00:43,drifted,9,0.3731
2026-08-23 16:00:45,drifted,8,0.4803
2026-08-23 16:00:47,drifted,8,0.6699
2026-08-23 16:00:50,drifted,8,0.6699
2026-08-23 16:00:52,drifted,8,0.3136
2026-08-23 16:00:54,drifted,3,0.5423
2026-08-23 16:00:56,drifted,8,0.6015
2026-08-23 16:00:58,drifted,8,0.2841
2026-08-23 16:01:00,drifted,8,0.2424
2026-08-23 16:01:02,drifted,8,0.495
2026-08-23 16:01:04,drifted,3,0.4242
2026-08-23 16:01:06,drifted,2,0.9968
2026-08-23 16:01:08,drifted,9,0.3149
2026-08-23 16:01:10,drifted,0,0.3071
2026-08-23 16:01:12,drifted,3,0.7598
2026-08-23 16:01:14,drifted,8,0.3427
2026-08-23 16:01:16,drifted,8,0.266
2026-08-23 16:01:18,drifted,3,0.7978
2026-08-23 16:01:20,drifted,8,0.2615
2026-08-23 16:01:23,drifted,9,0.3592
2026-08-23 16:01:25,drifted,8,0.4919
2026-08-23 16:01:27,drifted,5,0.3471
2026-08-23 16:01:29,drifted,8,0.6498
2026-08-23 16:01:31,drifted,2,0.5299
2026-08-23 16:01:33,drifted,8,0.4001
2026-08-23 16:01:35,drifted,8,0.8058
2026-08-23 16:01:37,drifted,8,0.5739
2026-08-23 16:01:39,drifted,8,0.7119
2026-08-23 16:01:41,drifted,8,0.6699
2026-08-23 16:01:43,drifted,9,0.3722
2026-08-23 16:01:45,drifted,8,0.7209
2026-08-23 16:01:47,drifted,8,0.466
2026-08-23 16:01:49,drifted,3,0.9355
2026-08-23 16:01:51,drifted,5,0.4816
2026-08-23 16:01:53,drifted,8,0.7665
2026-08-23 16:01:55,drifted,3,0.6112
2026-08-23 16:01:57,drifted,8,0.7963
2026-08-23 16:01:59,drifted,9,0.3769
2026-08-23 16:02:01,drifted,5,0.8243
2026-08-23 16:02:04,drifted,8,0.5237
2026-08-23 16:02:06,drifted,8,0.3371
2026-08-23 16:02:08,drifted,8,0.3654
2026-08-23 16:02:10,drifted,3,0.4214
2026-08-23 16:02:12,drifted,5,0.8976
2026-08-23 16:02:14,drifted,8,0.528
2026-08-23 16:02:16,drifted,5,0.8611
2026-08-23 16:02:18,drifted,8,0.7595
2026-08-23 16:02:20,drifted,3,0.6217
2026-08-23 16:02:22,drifted,8,0.65
2026-08-23 16:02:24,drifted,5,0.5917
2026-08-23 16:02:26,drifted,8,0.4007
2026-08-23 16:02:28,drifted,8,0.6699
2026-08-23 16:02:30,drifted,8,0.3319
2026-08-23 16:02:32,drifted,5,0.7615
2026-08-23 16:02:34,drifted,5,0.3037
2026-08-23 16:02:37,drifted,8,0.2534
2026-08-23 16:02:39,drifted,8,0.6791
2026-08-23 16:02:41,drifted,8,0.3349
2026-08-23 16:02:43,drifted,8,0.5216
2026-08-23 16:02:45,drifted,5,0.7248
2026-08-23 16:02:47,drifted,8,0.3665
2026-08-23 16:02:49,drifted,3,0.3862
2026-08-23 16:02:51,drifted,8,0.4766
2026-08-23 16:02:53,drifted,8,0.5793
2026-08-23 16:02:55,drifted,8,0.4112
2026-08-23 16:02:57,drifted,8,0.5125
2026-08-23 16:02:59,drifted,5,0.4036
2026-08-23 16:03:01,drifted,3,0.397
2026-08-23 16:03:03,drifted,5,0.6943
2026-08-23 16:03:05,drifted,0,0.2219
2026-08-23 16:03:07,drifted,8,0.6699
2026-08-23 16:03:09,drifted,3,0.4456
2026-08-23 16:03:12,drifted,8,0.6699
2026-08-23 16:03:14,drifted,8,0.6287
2026-08-23 16:03:16,drifted,5,0.4385
2026-08-23 16:03:18,drifted,5,0.2536
2026-08-23 16:03:20,drifted,8,0.8617
2026-08-23 16:03:22,drifted,8,0.8383
2026-08-23 16:03:24,drifted,8,0.2745
2026-08-23 16:03:26,drifted,8,0.4086
2026-08-23 16:03:28,drifted,8,0.6699
2026-08-23 16:03:30,drifted,8,0.7053
2026-08-23 16:03:32,drifted,8,0.7153
2026-08-23 16:03:34,drifted,9,0.3782
2026-08-23 16:03:36,drifted,8,0.5778
2026-08-23 16:03:38,drifted,3,0.3536
2026-08-23 16:03:40,drifted,3,0.3613
2026-08-23 16:03:43,drifted,5,0.4675
2026-08-23 16:03:45,drifted,8,0.6699
2026-08-23 16:03:47,drifted,9,0.2319
2026-08-23 16:03:49,drifted,8,0.4102
2026-08-23 16:03:51,drifted,5,0.5815
2026-08-23 16:03:53,drifted,9,0.3143
2026-08-23 16:03:55,drifted,8,0.6699
2026-08-23 16:03:57,drifted,3,0.5197
2026-08-23 16:03:59,drifted,8,0.9054
2026-08-23 16:04:01,drifted,8,0.2687
2026-08-23 16:04:03,drifted,9,0.3505
2026-08-23 16:04:05,drifted,5,0.2606
2026-08-23 16:04:07,drifted,8,0.6383
2026-08-23 16:04:09,drifted,8,0.4373
2026-08-23 16:04:11,drifted,8,0.5922
2026-08-23 16:04:13,drifted,3,0.4562
2026-08-23 16:04:15,drifted,9,0.3039
2026-08-23 16:04:17,drifted,8,0.2562
2026-08-23 16:04:20,drifted,5,0.3389
2026-08-23 16:04:22,drifted,8,0.7417
2026-08-23 16:04:24,drifted,5,0.4512
2026-08-23 16:04:26,drifted,5,0.7785
2026-08-23 16:04:28,drifted,3,0.5149
2026-08-23 16:04:30,drifted,3,0.6364
2026-08-23 16:04:32,drifted,5,0.2787
2026-08-23 16:04:34,drifted,8,0.6699
2026-08-23 16:04:36,drifted,0,0.4893
2026-08-23 16:04:38,drifted,8,0.7955
2026-08-23 16:04:40,drifted,0,0.496
2026-08-23 16:04:42,drifted,8,0.4636
2026-08-23 16:04:44,drifted,8,0.3036
2026-08-23 16:04:46,drifted,9,0.3056
2026-08-23 16:04:48,drifted,8,0.6699
2026-08-23 16:04:51,drifted,8,0.6117
2026-08-23 16:04:53,drifted,8,0.5543
2026-08-23 16:04:55,drifted,9,0.2882
2026-08-23 16:04:57,drifted,8,0.6699
2026-08-23 16:04:59,drifted,9,0.3232
2026-08-23 16:05:01,drifted,8,0.6621
2026-08-23 16:05:03,drifted,8,0.3015
2026-08-23 16:05:05,drifted,3,0.7975
2026-08-23 16:05:07,drifted,8,0.4637
2026-08-23 16:05:09,drifted,8,0.4389
2026-08-23 16:05:11,drifted,8,0.4974
2026-08-23 16:05:13,drifted,8,0.7538
2026-08-23 16:05:15,drifted,3,0.5958
2026-08-23 16:05:17,drifted,8,0.6883
2026-08-23 16:05:19,drifted,8,0.3046
2026-08-23 16:05:21,drifted,8,0.3651
2026-08-23 16:05:24,drifted,5,0.4683
2026-08-23 16:05:26,drifted,8,0.7721
2026-08-23 16:05:28,drifted,8,0.8236
2026-08-23 16:05:30,drifted,8,0.8822
2026-08-23 16:05:32,drifted,8,0.7664
2026-08-23 16:05:34,drifted,8,0.3544
2026-08-23 16:05:36,drifted,8,0.6699
2026-08-23 16:05:38,drifted,5,0.2651
2026-08-23 16:05:40,drifted,8,0.6699
2026-08-23 16:05:42,drifted,5,0.5814
2026-08-23 16:05:44,drifted,8,0.6699
2026-08-23 16:05:46,drifted,3,0.3521
2026-08-23 16:05:48,drifted,2,0.6255
2026-08-23 16:05:50,drifted,8,0.6699
2026-08-23 16:05:52,drifted,8,0.5458
2026-08-23 16:05:54,drifted,9,0.3749
2026-08-23 16:05:57,drifted,8,0.2901
2026-08-23 16:05:59,drifted,8,0.4751
2026-08-23 16:06:01,drifted,8,0.4075
2026-08-23 16:06:03,drifted,5,0.8212
2026-08-23 16:06:05,drifted,3,0.3352
2026-08-23 16:06:07,drifted,8,0.6699
2026-08-23 16:06:09,drifted,8,0.2462
2026-08-23 16:06:11,drifted,8,0.644
2026-08-23 16:06:13,drifted,8,0.5524
2026-08-23 16:06:15,drifted,8,0.2901
2026-08-23 16:06:17,drifted,8,0.5855
2026-08-23 16:06:19,drifted,3,0.6447
2026-08-23 16:06:21,drifted,8,0.53
2026-08-23 16:06:23,drifted,0,0.3138
2026-08-23 16:06:25,drifted,5,0.2507
2026-08-23 16:06:27,drifted,9,0.3392
2026-08-23 16:06:29,drifted,8,0.6699
2026-08-23 16:06:31,drifted,8,0.8279
2026-08-23 16:06:34,drifted,3,0.8226
2026-08-23 16:06:36,drifted,8,0.2819
2026-08-23 16:06:38,drifted,3,0.7727
2026-08-23 16:06:40,drifted,0,0.7224
2026-08-23 16:06:42,drifted,8,0.5103
2026-08-23 16:06:44,drifted,9,0.3741
2026-08-23 16:06:46,drifted,8,0.8216
2026-08-23 16:06:48,drifted,8,0.6699
2026-08-23 16:06:50,drifted,9,0.3029
2026-08-23 16:06:52,drifted,3,0.5653
2026-08-23 16:06:54,drifted,5,0.8074
2026-08-23 16:06:56,drifted,2,0.9034
2026-08-23 16:06:58,drifted,3,0.7755
2026-08-23 16:07:00,drifted,8,0.277
2026-08-23 16:07:02,drifted,2,0.808
2026-08-23 16:07:04,drifted,9,0.3702
2026-08-23 16:07:07,drifted,8,0.2602
2026-08-23 16:07:09,drifted,8,0.7345
2026-08-23 16:07:11,drifted,8,0.3464
2026-08-23 16:07:13,drifted,8,0.6354
2026-08-23 16:07:15,drifted,8,0.4524
2026-08-23 16:07:17,drifted,8,0.3317
2026-08-23 16:07:19,drifted,8,0.2954
2026-08-23 16:07:21,drifted,5,0.3863
2026-08-23 16:07:23,drifted,8,0.8192
2026-08-23 16:07:25,drifted,2,0.9385
2026-08-23 16:07:27,drifted,9,0.3646
2026-08-23 16:07:29,drifted,3,0.8178
2026-08-23 16:07:31,drifted,8,0.369
2026-08-23 16:07:33,drifted,8,0.2906
2026-08-23 16:07:36,drifted,8,0.3252
2026-08-23 16:07:38,drifted,5,0.8821
2026-08-23 16:07:40,drifted,8,0.3001
2026-08-23 16:07:42,drifted,3,0.3128
2026-08-23 16:07:44,drifted,8,0.5834
2026-08-23 16:07:46,drifted,9,0.2074
2026-08-23 16:07:48,drifted,0,0.3221
2026-08-23 16:07:50,drifted,3,0.6839
2026-08-23 16:07:52,drifted,8,0.3599
2026-08-23 16:07:54,drifted,9,0.3606
2026-08-23 16:07:56,drifted,8,0.2836
2026-08-23 16:07:58,drifted,8,0.4311
2026-08-23 16:08:00,drifted,8,0.6334
2026-08-23 16:08:02,drifted,3,0.4219
